INDEX,CRUISE,SURVTYP,REEF,DATE,STATION,TRANSECT,DIVER,DATATYP,SPECIES,NUMBER,SIZE,area
81,PAL_2008,BLT,PAL_RT,9/23/2008,RT1,A,SLH,QUAN,LA.DIMI,1,8,50
82,PAL_2008,BLT,PAL_RT,9/23/2008,RT1,A,SLH,QUAN,TH.QUIN,2,8,50
83,PAL_2008,BLT,PAL_RT,9/23/2008,RT1,A,SLH,QUAN,TH.QUIN,1,3,50
84,PAL_2008,BLT,PAL_RT,9/23/2008,RT1,A,SLH,QUAN,PS.HEXA,1,3,50
85,PAL_2008,BLT,PAL_RT,9/23/2008,RT1,A,SLH,QUAN,EP.INSI,1,18,50
86,PAL_2008,BLT,PAL_RT,9/23/2008,RT1,A,SLH,QUAN,HE.FASC,1,8,50
87,PAL_2008,BLT,PAL_RT,9/23/2008,RT1,A,SLH,QUAN,SY.JACU,1,13,50
88,PAL_2008,BLT,PAL_RT,9/23/2008,RT1,A,SLH,QUAN,CIRR.SP,1,3,50
89,PAL_2008,BLT,PAL_RT,9/23/2008,RT1,A,SLH,QUAN,AC.BLOC,2,23,100
90,PAL_2008,BLT,PAL_RT,9/23/2008,RT1,A,SLH,QUAN,AC.BLOC,1,18,50
91,PAL_2008,BLT,PAL_RT,9/23/2008,RT1,A,SLH,QUAN,CT.STRI,1,3,50
92,PAL_2008,BLT,PAL_RT,9/23/2008,RT1,A,SLH,QUAN,CT.STRI,2,8,50
93,PAL_2008,BLT,PAL_RT,9/23/2008,RT1,A,SLH,QUAN,CT.STRI,1,13,50
94,PAL_2008,BLT,PAL_RT,9/23/2008,RT1,B,SLH,QUAN,CE.FLAV,1,8,50
95,PAL_2008,BLT,PAL_RT,9/23/2008,RT1,B,SLH,QUAN,CH.ORNA,2,18,50
96,PAL_2008,BLT,PAL_RT,9/23/2008,RT1,B,SLH,QUAN,CH.TRIF,1,13,50
97,PAL_2008,BLT,PAL_RT,9/23/2008,RT1,B,SLH,QUAN,CH.MARG,2,8,50
98,PAL_2008,BLT,PAL_RT,9/23/2008,RT1,B,SLH,QUAN,CH.MARG,1,3,50
99,PAL_2008,BLT,PAL_RT,9/23/2008,RT1,B,SLH,QUAN,PO.COEL,4,3,50
100,PAL_2008,BLT,PAL_RT,9/23/2008,RT1,B,SLH,QUAN,PL.DICK,3,3,50
101,PAL_2008,BLT,PAL_RT,9/23/2008,RT1,B,SLH,QUAN,PL.DICK,5,8,50
102,PAL_2008,BLT,PAL_RT,9/23/2008,RT1,B,SLH,QUAN,ST.AURE,1,3,50
103,PAL_2008,BLT,PAL_RT,9/23/2008,RT1,B,SLH,QUAN,ST.AURE,2,8,50
104,PAL_2008,BLT,PAL_RT,9/23/2008,RT1,B,SLH,QUAN,ST.FASC,1,8,50
105,PAL_2008,BLT,PAL_RT,9/23/2008,RT1,B,SLH,QUAN,ST.FASC,2,3,50
106,PAL_2008,BLT,PAL_RT,9/23/2008,RT1,B,SLH,QUAN,CE.ARGU,1,28,100
107,PAL_2008,BLT,PAL_RT,9/23/2008,RT1,B,SLH,QUAN,CH.MICR,1,38,100
108,PAL_2008,BLT,PAL_RT,9/23/2008,RT1,B,SLH,QUAN,CH.MICR,1,28,100
109,PAL_2008,BLT,PAL_RT,9/23/2008,RT1,B,SLH,QUAN,CH.SORD,3,18,50
110,PAL_2008,BLT,PAL_RT,9/23/2008,RT1,B,SLH,QUAN,CH.SORD,6,13,50
111,PAL_2008,BLT,PAL_RT,9/23/2008,RT1,B,SLH,QUAN,CH.SORD,1,23,100
112,PAL_2008,BLT,PAL_RT,9/23/2008,RT1,B,SLH,QUAN,SC.FREN,4,3,50
113,PAL_2008,BLT,PAL_RT,9/23/2008,RT1,B,SLH,QUAN,SC.PSIT,1,18,50
114,PAL_2008,BLT,PAL_RT,9/23/2008,RT1,B,SLH,QUAN,AC.NIGR,2,18,50
115,PAL_2008,BLT,PAL_RT,9/23/2008,RT1,B,SLH,QUAN,AC.NIGR,1,13,50
116,PAL_2008,BLT,PAL_RT,9/23/2008,RT1,B,SLH,QUAN,AC.LINE,1,18,50
117,PAL_2008,BLT,PAL_RT,9/23/2008,RT1,B,SLH,QUAN,AC.LINE,1,13,50
118,PAL_2008,BLT,PAL_RT,9/23/2008,RT1,B,SLH,QUAN,CT.STRI,2,23,100
119,PAL_2008,BLT,PAL_RT,9/23/2008,RT1,B,SLH,QUAN,CT.STRI,1,18,50
120,PAL_2008,BLT,PAL_RT,9/23/2008,RT1,B,SLH,QUAN,CT.STRI,5,13,50
121,PAL_2008,BLT,PAL_RT,9/23/2008,RT1,B,SLH,QUAN,CT.STRI,1,8,50
122,PAL_2008,BLT,PAL_RT,9/23/2008,RT1,B,SLH,QUAN,NA.LITU,1,38,100
123,PAL_2008,BLT,PAL_RT,9/23/2008,RT1,B,SLH,QUAN,NA.LITU,1,28,100
124,PAL_2008,BLT,PAL_RT,9/23/2008,RT1,B,SLH,QUAN,GO.VARI,1,18,50
125,PAL_2008,BLT,PAL_RT,9/23/2008,RT1,B,SLH,QUAN,GO.VARI,3,3,50
126,PAL_2008,BLT,PAL_RT,9/23/2008,RT1,B,SLH,QUAN,LA.DIMI,2,8,50
127,PAL_2008,BLT,PAL_RT,9/23/2008,RT1,B,SLH,QUAN,LA.DIMI,1,3,50
128,PAL_2008,BLT,PAL_RT,9/23/2008,RT1,B,SLH,QUAN,TH.LUTE,3,3,50
129,PAL_2008,BLT,PAL_RT,9/23/2008,RT1,B,SLH,QUAN,TH.QUIN,6,8,50
130,PAL_2008,BLT,PAL_RT,9/23/2008,RT1,B,SLH,QUAN,TH.QUIN,9,3,50
131,PAL_2008,BLT,PAL_RT,9/23/2008,RT1,B,SLH,QUAN,CH.TRIL,1,8,50
132,PAL_2008,BLT,PAL_RT,9/23/2008,RT1,B,SLH,QUAN,HA.HORT,1,3,50
133,PAL_2008,BLT,PAL_RT,9/23/2008,RT1,B,SLH,QUAN,CIRR.SP,3,3,50
134,PAL_2008,BLT,PAL_RT,9/23/2008,RT1,B,SLH,QUAN,AC.BLOC,1,23,100
135,PAL_2008,BLT,PAL_RT,9/23/2008,RT1,B,SLH,QUAN,AC.ACHI,2,8,50
136,PAL_2008,BLT,PAL_FR,9/24/2008,FR1,A,SAS,QUAN,CE.FLAV,1,8,50
137,PAL_2008,BLT,PAL_FR,9/24/2008,FR1,A,SAS,QUAN,CH.ACAR,20,3,50
138,PAL_2008,BLT,PAL_FR,9/24/2008,FR1,A,SAS,QUAN,CH.MARG,3,3,50
139,PAL_2008,BLT,PAL_FR,9/24/2008,FR1,A,SAS,QUAN,CH.VAND,180,3,50
140,PAL_2008,BLT,PAL_FR,9/24/2008,FR1,A,SAS,QUAN,PO.COEL,3,3,50
141,PAL_2008,BLT,PAL_FR,9/24/2008,FR1,A,SAS,QUAN,PL.DICK,3,3,50
142,PAL_2008,BLT,PAL_FR,9/24/2008,FR1,A,SAS,QUAN,ST.AURE,1,8,50
143,PAL_2008,BLT,PAL_FR,9/24/2008,FR1,A,SAS,QUAN,ST.AURE,2,3,50
144,PAL_2008,BLT,PAL_FR,9/24/2008,FR1,A,SAS,QUAN,PL.JOHN,7,3,50
145,PAL_2008,BLT,PAL_FR,9/24/2008,FR1,A,SAS,QUAN,CE.UROD,1,23,100
146,PAL_2008,BLT,PAL_FR,9/24/2008,FR1,A,SAS,QUAN,PA.ARCA,1,3,50
147,PAL_2008,BLT,PAL_FR,9/24/2008,FR1,A,SAS,QUAN,CH.SORD,1,23,100
148,PAL_2008,BLT,PAL_FR,9/24/2008,FR1,A,SAS,QUAN,AC.NIGR,1,23,100
149,PAL_2008,BLT,PAL_FR,9/24/2008,FR1,A,SAS,QUAN,AC.NIGR,1,18,50
150,PAL_2008,BLT,PAL_FR,9/24/2008,FR1,A,SAS,QUAN,CT.MARG,1,23,100
151,PAL_2008,BLT,PAL_FR,9/24/2008,FR1,A,SAS,QUAN,CT.MARG,1,18,50
152,PAL_2008,BLT,PAL_FR,9/24/2008,FR1,A,SAS,QUAN,CT.STRI,2,13,50
153,PAL_2008,BLT,PAL_FR,9/24/2008,FR1,A,SAS,QUAN,GO.VARI,1,13,50
154,PAL_2008,BLT,PAL_FR,9/24/2008,FR1,A,SAS,QUAN,LA.DIMI,1,3,50
155,PAL_2008,BLT,PAL_FR,9/24/2008,FR1,A,SAS,QUAN,TH.LUTE,1,3,50
156,PAL_2008,BLT,PAL_FR,9/24/2008,FR1,A,SAS,QUAN,TH.QUIN,1,13,50
157,PAL_2008,BLT,PAL_FR,9/24/2008,FR1,A,SAS,QUAN,TH.QUIN,2,3,50
158,PAL_2008,BLT,PAL_FR,9/24/2008,FR1,A,SAS,QUAN,TH.QUIN,4,8,50
159,PAL_2008,BLT,PAL_FR,9/24/2008,FR1,A,SAS,QUAN,PS.HEXA,1,3,50
160,PAL_2008,BLT,PAL_FR,9/24/2008,FR1,A,SAS,QUAN,PS.OCTO,2,3,50
161,PAL_2008,BLT,PAL_FR,9/24/2008,FR1,A,SAS,QUAN,HA.ORNA,1,3,50
162,PAL_2008,BLT,PAL_FR,9/24/2008,FR1,A,SAS,QUAN,CIRR.SP,10,3,50
163,PAL_2008,BLT,PAL_FR,9/24/2008,FR1,A,SAS,QUAN,CIRR.SP,2,8,50
164,PAL_2008,BLT,PAL_FR,9/24/2008,FR1,A,SAS,QUAN,AP.FURC,2,28,100
165,PAL_2008,BLT,PAL_FR,9/24/2008,FR1,A,SAS,QUAN,CT.CYAN,1,3,50
166,PAL_2008,BLT,PAL_FR,9/24/2008,FR1,A,SAS,QUAN,CH.XANT,1,8,50
167,PAL_2008,BLT,PAL_FR,9/24/2008,FR1,B,SAS,QUAN,CE.FLAV,2,3,50
168,PAL_2008,BLT,PAL_FR,9/24/2008,FR1,B,SAS,QUAN,CH.MARG,9,3,50
169,PAL_2008,BLT,PAL_FR,9/24/2008,FR1,B,SAS,QUAN,CH.VAND,125,3,50
170,PAL_2008,BLT,PAL_FR,9/24/2008,FR1,B,SAS,QUAN,PL.DICK,7,3,50
171,PAL_2008,BLT,PAL_FR,9/24/2008,FR1,B,SAS,QUAN,ST.AURE,5,3,50
172,PAL_2008,BLT,PAL_FR,9/24/2008,FR1,B,SAS,QUAN,ST.AURE,2,8,50
173,PAL_2008,BLT,PAL_FR,9/24/2008,FR1,B,SAS,QUAN,PL.JOHN,6,3,50
174,PAL_2008,BLT,PAL_FR,9/24/2008,FR1,B,SAS,QUAN,PS.OLIV,40,3,50
175,PAL_2008,BLT,PAL_FR,9/24/2008,FR1,B,SAS,QUAN,CE.ARGU,1,23,100
176,PAL_2008,BLT,PAL_FR,9/24/2008,FR1,B,SAS,QUAN,PA.ARCA,3,8,50
177,PAL_2008,BLT,PAL_FR,9/24/2008,FR1,B,SAS,QUAN,PA.ARCA,3,3,50
178,PAL_2008,BLT,PAL_FR,9/24/2008,FR1,B,SAS,QUAN,CH.SORD,1,28,100
179,PAL_2008,BLT,PAL_FR,9/24/2008,FR1,B,SAS,QUAN,AP.FURC,1,28,100
180,PAL_2008,BLT,PAL_FR,9/24/2008,FR1,B,SAS,QUAN,AC.NIGR,1,23,100
181,PAL_2008,BLT,PAL_FR,9/24/2008,FR1,B,SAS,QUAN,AC.NIGR,2,18,50
182,PAL_2008,BLT,PAL_FR,9/24/2008,FR1,B,SAS,QUAN,AC.NIGR,1,13,50
183,PAL_2008,BLT,PAL_FR,9/24/2008,FR1,B,SAS,QUAN,CT.CYAN,1,3,50
184,PAL_2008,BLT,PAL_FR,9/24/2008,FR1,B,SAS,QUAN,ME.VIDU,1,23,100
185,PAL_2008,BLT,PAL_FR,9/24/2008,FR1,B,SAS,QUAN,GO.VARI,1,23,100
186,PAL_2008,BLT,PAL_FR,9/24/2008,FR1,B,SAS,QUAN,GO.VARI,2,8,50
187,PAL_2008,BLT,PAL_FR,9/24/2008,FR1,B,SAS,QUAN,GO.VARI,1,3,50
188,PAL_2008,BLT,PAL_FR,9/24/2008,FR1,B,SAS,QUAN,LA.DIMI,1,3,50
189,PAL_2008,BLT,PAL_FR,9/24/2008,FR1,B,SAS,QUAN,LA.RUBR,1,3,50
190,PAL_2008,BLT,PAL_FR,9/24/2008,FR1,B,SAS,QUAN,TH.QUIN,2,8,50
191,PAL_2008,BLT,PAL_FR,9/24/2008,FR1,B,SAS,QUAN,TH.QUIN,1,3,50
192,PAL_2008,BLT,PAL_FR,9/24/2008,FR1,B,SAS,QUAN,PS.HEXA,3,3,50
193,PAL_2008,BLT,PAL_FR,9/24/2008,FR1,B,SAS,QUAN,PS.HEXA,1,8,50
194,PAL_2008,BLT,PAL_FR,9/24/2008,FR1,B,SAS,QUAN,PS.OCTO,5,3,50
195,PAL_2008,BLT,PAL_FR,9/24/2008,FR1,B,SAS,QUAN,CO.GAIM,1,23,100
196,PAL_2008,BLT,PAL_FR,9/24/2008,FR1,B,SAS,QUAN,HA.ORNA,3,3,50
197,PAL_2008,BLT,PAL_FR,9/24/2008,FR1,B,SAS,QUAN,CIRR.SP,5,3,50
198,PAL_2008,BLT,PAL_FR,9/24/2008,FR1,B,SAS,QUAN,CIRR.SP,1,8,50
199,PAL_2008,BLT,PAL_FR,9/24/2008,FR1,B,SAS,QUAN,EP.INSI,1,23,100
200,PAL_2008,BLT,PAL_FR,9/24/2008,FR1,B,SAS,QUAN,PA.MULT,3,8,50
201,PAL_2008,BLT,PAL_FR,9/24/2008,FR1,B,SAS,QUAN,CH.XANT,1,8,50
202,PAL_2008,BLT,PAL_FR,9/24/2008,FR1,B,SAS,QUAN,CH.XANT,2,3,50
203,PAL_2008,BLT,PAL_FR,9/24/2008,FR1,C,SAS,QUAN,CH.ACAR,11,3,50
204,PAL_2008,BLT,PAL_FR,9/24/2008,FR1,C,SAS,QUAN,CH.MARG,10,3,50
205,PAL_2008,BLT,PAL_FR,9/24/2008,FR1,C,SAS,QUAN,CH.VAND,100,3,50
206,PAL_2008,BLT,PAL_FR,9/24/2008,FR1,C,SAS,QUAN,PL.DICK,5,3,50
207,PAL_2008,BLT,PAL_FR,9/24/2008,FR1,C,SAS,QUAN,ST.AURE,3,3,50
208,PAL_2008,BLT,PAL_FR,9/24/2008,FR1,C,SAS,QUAN,ST.AURE,1,8,50
209,PAL_2008,BLT,PAL_FR,9/24/2008,FR1,C,SAS,QUAN,PL.JOHN,4,3,50
210,PAL_2008,BLT,PAL_FR,9/24/2008,FR1,C,SAS,QUAN,PS.OLIV,35,3,50
211,PAL_2008,BLT,PAL_FR,9/24/2008,FR1,C,SAS,QUAN,CE.UROD,1,18,50
212,PAL_2008,BLT,PAL_FR,9/24/2008,FR1,C,SAS,QUAN,PA.ARCA,1,13,50
213,PAL_2008,BLT,PAL_FR,9/24/2008,FR1,C,SAS,QUAN,PA.ARCA,4,8,50
214,PAL_2008,BLT,PAL_FR,9/24/2008,FR1,C,SAS,QUAN,PA.ARCA,2,3,50
215,PAL_2008,BLT,PAL_FR,9/24/2008,FR1,C,SAS,QUAN,PA.FORS,2,3,50
216,PAL_2008,BLT,PAL_FR,9/24/2008,FR1,C,SAS,QUAN,PA.HEMI,1,18,50
217,PAL_2008,BLT,PAL_FR,9/24/2008,FR1,C,SAS,QUAN,LU.BOHA,1,43,100
218,PAL_2008,BLT,PAL_FR,9/24/2008,FR1,C,SAS,QUAN,LU.BOHA,1,38,100
219,PAL_2008,BLT,PAL_FR,9/24/2008,FR1,C,SAS,QUAN,LU.BOHA,1,18,50
220,PAL_2008,BLT,PAL_FR,9/24/2008,FR1,C,SAS,QUAN,AC.NIGR,1,18,50
221,PAL_2008,BLT,PAL_FR,9/24/2008,FR1,C,SAS,QUAN,AC.NIGR,3,13,50
222,PAL_2008,BLT,PAL_FR,9/24/2008,FR1,C,SAS,QUAN,AC.BLOC,1,23,100
223,PAL_2008,BLT,PAL_FR,9/24/2008,FR1,C,SAS,QUAN,CT.MARG,2,18,50
224,PAL_2008,BLT,PAL_FR,9/24/2008,FR1,C,SAS,QUAN,CT.CYAN,1,3,50
225,PAL_2008,BLT,PAL_FR,9/24/2008,FR1,C,SAS,QUAN,CT.STRI,4,13,50
226,PAL_2008,BLT,PAL_FR,9/24/2008,FR1,C,SAS,QUAN,CT.STRI,1,8,50
227,PAL_2008,BLT,PAL_FR,9/24/2008,FR1,C,SAS,QUAN,CT.STRI,1,3,50
228,PAL_2008,BLT,PAL_FR,9/24/2008,FR1,C,SAS,QUAN,CA.DUME,1,18,50
229,PAL_2008,BLT,PAL_FR,9/24/2008,FR1,C,SAS,QUAN,GO.VARI,2,8,50
230,PAL_2008,BLT,PAL_FR,9/24/2008,FR1,C,SAS,QUAN,GO.VARI,1,3,50
231,PAL_2008,BLT,PAL_FR,9/24/2008,FR1,C,SAS,QUAN,LA.DIMI,2,3,50
232,PAL_2008,BLT,PAL_FR,9/24/2008,FR1,C,SAS,QUAN,LA.RUBR,1,3,50
233,PAL_2008,BLT,PAL_FR,9/24/2008,FR1,C,SAS,QUAN,TH.QUIN,3,3,50
234,PAL_2008,BLT,PAL_FR,9/24/2008,FR1,C,SAS,QUAN,TH.QUIN,3,8,50
235,PAL_2008,BLT,PAL_FR,9/24/2008,FR1,C,SAS,QUAN,PS.HEXA,4,3,50
236,PAL_2008,BLT,PAL_FR,9/24/2008,FR1,C,SAS,QUAN,PS.OCTO,4,3,50
237,PAL_2008,BLT,PAL_FR,9/24/2008,FR1,C,SAS,QUAN,CIRR.SP,5,3,50
238,PAL_2008,BLT,PAL_FR,9/24/2008,FR1,C,SAS,QUAN,CIRR.SP,1,8,50
239,PAL_2008,BLT,PAL_FR,9/24/2008,FR1,A,SLH,QUAN,CE.FLAV,1,8,50
240,PAL_2008,BLT,PAL_FR,9/24/2008,FR1,A,SLH,QUAN,CH.ACAR,21,3,50
241,PAL_2008,BLT,PAL_FR,9/24/2008,FR1,A,SLH,QUAN,CH.MARG,23,3,50
242,PAL_2008,BLT,PAL_FR,9/24/2008,FR1,A,SLH,QUAN,CH.VAND,151,3,50
243,PAL_2008,BLT,PAL_FR,9/24/2008,FR1,A,SLH,QUAN,PO.COEL,3,3,50
244,PAL_2008,BLT,PAL_FR,9/24/2008,FR1,A,SLH,QUAN,PL.DICK,5,3,50
245,PAL_2008,BLT,PAL_FR,9/24/2008,FR1,A,SLH,QUAN,ST.AURE,5,3,50
246,PAL_2008,BLT,PAL_FR,9/24/2008,FR1,A,SLH,QUAN,ST.AURE,4,8,50
247,PAL_2008,BLT,PAL_FR,9/24/2008,FR1,A,SLH,QUAN,PL.JOHN,4,3,50
248,PAL_2008,BLT,PAL_FR,9/24/2008,FR1,A,SLH,QUAN,PA.MULT,1,23,100
249,PAL_2008,BLT,PAL_FR,9/24/2008,FR1,A,SLH,QUAN,CH.XANT,2,13,50
