INDEX,CRUISE,SURVTYP,REEF,DATE,STATION,TRANSECT,DIVER,DATATYP,SPECIES,NUMBER,SIZE,area
75,PAL_2009,BLT,PAL_FR,9/24/2009,3,B,SLH,QUAN,LU.BOHA,1,33,100
76,PAL_2009,BLT,PAL_FR,9/24/2009,3,B,SLH,QUAN,AC.NIGR,1,23,100
77,PAL_2009,BLT,PAL_FR,9/24/2009,3,B,SLH,QUAN,AC.NIGR,2,13,50
78,PAL_2009,BLT,PAL_FR,9/24/2009,3,B,SLH,QUAN,AC.NIGR,2,18,50
79,PAL_2009,BLT,PAL_FR,9/24/2009,3,B,SLH,QUAN,AC.NIGR,1,8,50
80,PAL_2009,BLT,PAL_FR,9/24/2009,3,B,SLH,QUAN,AC.OLIV,1,23,100
81,PAL_2009,BLT,PAL_FR,9/24/2009,3,B,SLH,QUAN,CT.MARG,1,23,100
82,PAL_2009,BLT,PAL_FR,9/24/2009,3,B,SLH,QUAN,CT.MARG,1,18,50
83,PAL_2009,BLT,PAL_FR,9/24/2009,3,B,SLH,QUAN,CT.MARG,2,13,50
84,PAL_2009,BLT,PAL_FR,9/24/2009,3,B,SLH,QUAN,CT.CYAN,3,13,50
85,PAL_2009,BLT,PAL_FR,9/24/2009,3,B,SLH,QUAN,CT.CYAN,1,18,50
86,PAL_2009,BLT,PAL_FR,9/24/2009,3,B,SLH,QUAN,CT.CYAN,1,8,50
87,PAL_2009,BLT,PAL_FR,9/24/2009,3,B,SLH,QUAN,CT.STRI,1,18,50
88,PAL_2009,BLT,PAL_FR,9/24/2009,3,B,SLH,QUAN,NA.BREV,4,23,100
89,PAL_2009,BLT,PAL_FR,9/24/2009,3,B,SLH,QUAN,BA.UNDU,1,23,100
90,PAL_2009,BLT,PAL_FR,9/24/2009,3,B,SLH,QUAN,GO.VARI,2,8,50
91,PAL_2009,BLT,PAL_FR,9/24/2009,3,B,SLH,QUAN,GO.VARI,1,13,50
92,PAL_2009,BLT,PAL_FR,9/24/2009,3,B,SLH,QUAN,GO.VARI,1,3,50
93,PAL_2009,BLT,PAL_FR,9/24/2009,3,B,SLH,QUAN,HA.ORNA,4,3,50
94,PAL_2009,BLT,PAL_FR,9/24/2009,3,B,SLH,QUAN,HA.ORNA,1,8,50
95,PAL_2009,BLT,PAL_FR,9/24/2009,3,B,SLH,QUAN,LA.DIMI,1,8,50
96,PAL_2009,BLT,PAL_FR,9/24/2009,3,B,SLH,QUAN,TH.QUIN,2,8,50
97,PAL_2009,BLT,PAL_FR,9/24/2009,3,B,SLH,QUAN,TH.QUIN,1,13,50
98,PAL_2009,BLT,PAL_FR,9/24/2009,3,B,SLH,QUAN,PS.OCTO,1,8,50
99,PAL_2009,BLT,PAL_FR,9/24/2009,3,B,SLH,QUAN,HA.HORT,1,23,100
100,PAL_2009,BLT,PAL_FR,9/24/2009,3,B,SLH,QUAN,HE.FASC,1,18,50
101,PAL_2009,BLT,PAL_FR,9/24/2009,3,B,SLH,QUAN,EP.INSI,1,8,50
102,PAL_2009,BLT,PAL_FR,9/24/2009,3,B,SLH,QUAN,KY.CINE,2,28,100
103,PAL_2009,BLT,PAL_FR,9/24/2009,3,C,SLH,QUAN,CE.FLAV,2,8,50
104,PAL_2009,BLT,PAL_FR,9/24/2009,3,C,SLH,QUAN,CE.LORI,1,8,50
105,PAL_2009,BLT,PAL_FR,9/24/2009,3,C,SLH,QUAN,CH.ACAR,20,3,50
106,PAL_2009,BLT,PAL_FR,9/24/2009,3,C,SLH,QUAN,CH.MARG,35,3,50
107,PAL_2009,BLT,PAL_FR,9/24/2009,3,C,SLH,QUAN,CH.MARG,13,8,50
108,PAL_2009,BLT,PAL_FR,9/24/2009,3,C,SLH,QUAN,CH.VAND,40,3,50
109,PAL_2009,BLT,PAL_FR,9/24/2009,3,C,SLH,QUAN,PL.DICK,2,3,50
110,PAL_2009,BLT,PAL_FR,9/24/2009,3,C,SLH,QUAN,PL.DICK,1,8,50
111,PAL_2009,BLT,PAL_FR,9/24/2009,3,C,SLH,QUAN,PL.JOHN,5,3,50
112,PAL_2009,BLT,PAL_FR,9/24/2009,3,C,SLH,QUAN,PL.JOHN,1,8,50
113,PAL_2009,BLT,PAL_FR,9/24/2009,3,C,SLH,QUAN,ST.AURE,1,8,50
114,PAL_2009,BLT,PAL_FR,9/24/2009,3,C,SLH,QUAN,CH.XANT,25,8,50
115,PAL_2009,BLT,PAL_FR,9/24/2009,3,C,SLH,QUAN,PA.MULT,2,8,50
116,PAL_2009,BLT,PAL_FR,9/24/2009,3,C,SLH,QUAN,PA.MULT,1,13,50
117,PAL_2009,BLT,PAL_FR,9/24/2009,3,C,SLH,QUAN,CE.UROD,1,13,50
118,PAL_2009,BLT,PAL_FR,9/24/2009,3,C,SLH,QUAN,PA.ARCA,3,3,50
119,PAL_2009,BLT,PAL_FR,9/24/2009,3,C,SLH,QUAN,PA.ARCA,4,8,50
120,PAL_2009,BLT,PAL_FR,9/24/2009,3,C,SLH,QUAN,PA.FORS,1,8,50
121,PAL_2009,BLT,PAL_FR,9/24/2009,3,C,SLH,QUAN,PA.HEMI,1,18,50
122,PAL_2009,BLT,PAL_FR,9/24/2009,3,C,SLH,QUAN,CH.MICR,1,53,100
123,PAL_2009,BLT,PAL_FR,9/24/2009,3,C,SLH,QUAN,CH.MICR,1,43,100
124,PAL_2009,BLT,PAL_FR,9/24/2009,3,C,SLH,QUAN,CH.SORD,1,23,100
125,PAL_2009,BLT,PAL_FR,9/24/2009,3,C,SLH,QUAN,CH.SORD,2,28,100
126,PAL_2009,BLT,PAL_FR,9/24/2009,3,C,SLH,QUAN,CH.SORD,1,13,50
127,PAL_2009,BLT,PAL_FR,9/24/2009,3,C,SLH,QUAN,CH.SORD,1,3,50
128,PAL_2009,BLT,PAL_FR,9/24/2009,3,C,SLH,QUAN,SC.FREN,1,28,100
129,PAL_2009,BLT,PAL_FR,9/24/2009,3,C,SLH,QUAN,SC.PSIT,1,23,100
130,PAL_2009,BLT,PAL_FR,9/24/2009,3,C,SLH,QUAN,LU.BOHA,2,28,100
131,PAL_2009,BLT,PAL_FR,9/24/2009,3,C,SLH,QUAN,LU.BOHA,1,33,100
132,PAL_2009,BLT,PAL_FR,9/24/2009,3,C,SLH,QUAN,MO.GRAN,1,33,100
133,PAL_2009,BLT,PAL_FR,9/24/2009,3,C,SLH,QUAN,MY.AMAE,1,18,50
134,PAL_2009,BLT,PAL_FR,9/24/2009,3,C,SLH,QUAN,SA.SPIN,1,28,100
135,PAL_2009,BLT,PAL_FR,9/24/2009,3,C,SLH,QUAN,AC.NIGR,3,23,100
136,PAL_2009,BLT,PAL_FR,9/24/2009,3,C,SLH,QUAN,AC.NIGR,1,18,50
137,PAL_2009,BLT,PAL_FR,9/24/2009,3,C,SLH,QUAN,AC.NIGR,2,13,50
138,PAL_2009,BLT,PAL_FR,9/24/2009,3,C,SLH,QUAN,AC.MACU,1,28,100
139,PAL_2009,BLT,PAL_FR,9/24/2009,3,C,SLH,QUAN,AC.XANT,2,33,100
140,PAL_2009,BLT,PAL_FR,9/24/2009,3,C,SLH,QUAN,AC.XANT,1,28,100
141,PAL_2009,BLT,PAL_FR,9/24/2009,3,C,SLH,QUAN,CT.MARG,1,23,100
142,PAL_2009,BLT,PAL_FR,9/24/2009,3,C,SLH,QUAN,CT.MARG,2,18,50
143,PAL_2009,BLT,PAL_FR,9/24/2009,3,C,SLH,QUAN,CT.CYAN,1,18,50
144,PAL_2009,BLT,PAL_FR,9/24/2009,3,C,SLH,QUAN,CT.CYAN,1,13,50
145,PAL_2009,BLT,PAL_FR,9/24/2009,3,C,SLH,QUAN,ME.VIDU,1,18,50
146,PAL_2009,BLT,PAL_FR,9/24/2009,3,C,SLH,QUAN,GO.VARI,4,3,50
147,PAL_2009,BLT,PAL_FR,9/24/2009,3,C,SLH,QUAN,HA.ORNA,3,3,50
148,PAL_2009,BLT,PAL_FR,9/24/2009,3,C,SLH,QUAN,HA.ORNA,1,8,50
149,PAL_2009,BLT,PAL_FR,9/24/2009,3,C,SLH,QUAN,LA.DIMI,2,8,50
150,PAL_2009,BLT,PAL_FR,9/24/2009,3,C,SLH,QUAN,LA.RUBR,1,3,50
151,PAL_2009,BLT,PAL_FR,9/24/2009,3,C,SLH,QUAN,TH.LUTE,1,3,50
152,PAL_2009,BLT,PAL_FR,9/24/2009,3,C,SLH,QUAN,TH.AMBL,2,3,50
153,PAL_2009,BLT,PAL_FR,9/24/2009,3,C,SLH,QUAN,TH.QUIN,2,8,50
154,PAL_2009,BLT,PAL_FR,9/24/2009,3,C,SLH,QUAN,TH.QUIN,1,3,50
155,PAL_2009,BLT,PAL_FR,9/24/2009,3,C,SLH,QUAN,PS.HEXA,1,3,50
156,PAL_2009,BLT,PAL_FR,9/24/2009,3,C,SLH,QUAN,PS.OCTO,2,8,50
157,PAL_2009,BLT,PAL_FR,9/24/2009,3,C,SLH,QUAN,OX.UNIF,1,23,100
158,PAL_2009,BLT,PAL_FR,9/24/2009,3,C,SLH,QUAN,EP.INSI,1,18,50
159,PAL_2009,BLT,PAL_FR,9/24/2009,3,C,SLH,QUAN,CH.TRIL,1,13,50
160,PAL_2009,BLT,PAL_FR,9/24/2009,3,C,SLH,QUAN,CH.TRIL,1,18,50
161,PAL_2009,BLT,PAL_FR,9/24/2009,3,C,SLH,QUAN,CIRR.SP,2,8,50
162,PAL_2009,BLT,PAL_FR,9/24/2009,3,C,SLH,QUAN,CIRR.SP,2,3,50
163,PAL_2009,BLT,PAL_FR,9/24/2009,3,C,SLH,QUAN,KY.CINE,6,33,100
164,PAL_2009,BLT,PAL_FR,9/24/2009,3,C,SLH,QUAN,KY.CINE,1,28,100
165,PAL_2009,BLT,PAL_FR,9/24/2009,3,C,SLH,QUAN,PE.MARG,1,8,50
166,PAL_2009,BLT,PAL_FR,9/24/2009,3,C,SLH,QUAN,PE.MARG,1,13,50
167,PAL_2009,BLT,PAL_FR,9/24/2009,3,C,SLH,QUAN,PE.OUAL,2,18,50
168,PAL_2009,BLT,PAL_FR,9/24/2009,3,C,SLH,QUAN,CA.MELAN,1,118,100
169,PAL_2009,BLT,PAL_FR,9/24/2009,3,C,SLH,QUAN,ZA.CORN,1,18,50
170,PAL_2009,BLT,PAL_FR,9/24/2009,3,A,JST,QUAN,CH.ACAR,72,3,50
171,PAL_2009,BLT,PAL_FR,9/24/2009,3,A,JST,QUAN,CH.MARG,14,3,50
172,PAL_2009,BLT,PAL_FR,9/24/2009,3,A,JST,QUAN,CH.XANT,5,8,50
173,PAL_2009,BLT,PAL_FR,9/24/2009,3,A,JST,QUAN,PL.JOHN,4,3,50
174,PAL_2009,BLT,PAL_FR,9/24/2009,3,A,JST,QUAN,ST.AURE,2,8,50
175,PAL_2009,BLT,PAL_FR,9/24/2009,3,A,JST,QUAN,CE.ARGU,1,18,50
176,PAL_2009,BLT,PAL_FR,9/24/2009,3,A,JST,QUAN,PA.ARCA,1,8,50
177,PAL_2009,BLT,PAL_FR,9/24/2009,3,A,JST,QUAN,PA.HEMI,1,13,50
178,PAL_2009,BLT,PAL_FR,9/24/2009,3,A,JST,QUAN,SC.FREN,1,23,100
179,PAL_2009,BLT,PAL_FR,9/24/2009,3,A,JST,QUAN,MY.AMAE,1,13,50
180,PAL_2009,BLT,PAL_FR,9/24/2009,3,A,JST,QUAN,AC.NIGR,1,8,50
181,PAL_2009,BLT,PAL_FR,9/24/2009,3,A,JST,QUAN,AC.NIGR,1,13,50
182,PAL_2009,BLT,PAL_FR,9/24/2009,3,A,JST,QUAN,CT.CYAN,5,8,50
183,PAL_2009,BLT,PAL_FR,9/24/2009,3,A,JST,QUAN,ZE.SCOP,2,8,50
184,PAL_2009,BLT,PAL_FR,9/24/2009,3,A,JST,QUAN,HA.ORNA,1,3,50
185,PAL_2009,BLT,PAL_FR,9/24/2009,3,A,JST,QUAN,LA.RUBR,1,3,50
186,PAL_2009,BLT,PAL_FR,9/24/2009,3,A,JST,QUAN,TH.LUTE,1,8,50
187,PAL_2009,BLT,PAL_FR,9/24/2009,3,A,JST,QUAN,LA.BICO,3,3,50
188,PAL_2009,BLT,PAL_FR,9/24/2009,3,A,JST,QUAN,HA.HORT,1,8,50
189,PAL_2009,BLT,PAL_FR,9/24/2009,3,B,JST,QUAN,CH.ACAR,28,3,50
190,PAL_2009,BLT,PAL_FR,9/24/2009,3,B,JST,QUAN,CH.MARG,7,3,50
191,PAL_2009,BLT,PAL_FR,9/24/2009,3,B,JST,QUAN,CH.MARG,1,8,50
192,PAL_2009,BLT,PAL_FR,9/24/2009,3,B,JST,QUAN,CH.VAND,92,3,50
193,PAL_2009,BLT,PAL_FR,9/24/2009,3,B,JST,QUAN,PL.DICK,3,3,50
194,PAL_2009,BLT,PAL_FR,9/24/2009,3,B,JST,QUAN,PL.JOHN,2,8,50
195,PAL_2009,BLT,PAL_FR,9/24/2009,3,B,JST,QUAN,PL.JOHN,1,3,50
196,PAL_2009,BLT,PAL_FR,9/24/2009,3,B,JST,QUAN,ST.AURE,3,8,50
197,PAL_2009,BLT,PAL_FR,9/24/2009,3,B,JST,QUAN,PA.MULT,1,23,100
198,PAL_2009,BLT,PAL_FR,9/24/2009,3,B,JST,QUAN,CE.ARGU,1,23,100
199,PAL_2009,BLT,PAL_FR,9/24/2009,3,B,JST,QUAN,CE.UROD,1,18,50
200,PAL_2009,BLT,PAL_FR,9/24/2009,3,B,JST,QUAN,PA.ARCA,2,8,50
201,PAL_2009,BLT,PAL_FR,9/24/2009,3,B,JST,QUAN,CH.SORD,1,23,100
202,PAL_2009,BLT,PAL_FR,9/24/2009,3,B,JST,QUAN,SC.FREN,1,28,100
203,PAL_2009,BLT,PAL_FR,9/24/2009,3,B,JST,QUAN,HI.LONG,1,28,100
204,PAL_2009,BLT,PAL_FR,9/24/2009,3,B,JST,QUAN,LU.BOHA,1,43,100
205,PAL_2009,BLT,PAL_FR,9/24/2009,3,B,JST,QUAN,MY.AMAE,1,23,100
206,PAL_2009,BLT,PAL_FR,9/24/2009,3,B,JST,QUAN,AC.NIGR,2,13,50
207,PAL_2009,BLT,PAL_FR,9/24/2009,3,B,JST,QUAN,AC.NIGR,1,18,50
208,PAL_2009,BLT,PAL_FR,9/24/2009,3,B,JST,QUAN,AC.MACU,1,28,100
209,PAL_2009,BLT,PAL_FR,9/24/2009,3,B,JST,QUAN,AC.XANT,1,33,100
210,PAL_2009,BLT,PAL_FR,9/24/2009,3,B,JST,QUAN,CT.MARG,1,13,50
211,PAL_2009,BLT,PAL_FR,9/24/2009,3,B,JST,QUAN,CT.CYAN,3,8,50
212,PAL_2009,BLT,PAL_FR,9/24/2009,3,B,JST,QUAN,GO.VARI,1,8,50
213,PAL_2009,BLT,PAL_FR,9/24/2009,3,B,JST,QUAN,HA.ORNA,1,3,50
214,PAL_2009,BLT,PAL_FR,9/24/2009,3,B,JST,QUAN,PS.OCTO,3,8,50
215,PAL_2009,BLT,PAL_FR,9/24/2009,3,B,JST,QUAN,LA.BICO,1,3,50
216,PAL_2009,BLT,PAL_FR,9/24/2009,3,B,JST,QUAN,GY.JAVA,1,98,100
217,PAL_2009,BLT,PAL_FR,9/24/2009,3,B,JST,QUAN,PT.TILE,1,23,100
218,PAL_2009,BLT,PAL_FR,9/24/2009,3,B,JST,QUAN,CIRR.SP,1,3,50
219,PAL_2009,BLT,PAL_FR,9/24/2009,3,C,JST,QUAN,CH.ACAR,12,3,50
220,PAL_2009,BLT,PAL_FR,9/24/2009,3,C,JST,QUAN,CH.MARG,32,3,50
221,PAL_2009,BLT,PAL_FR,9/24/2009,3,C,JST,QUAN,CH.MARG,3,8,50
222,PAL_2009,BLT,PAL_FR,9/24/2009,3,C,JST,QUAN,CH.VAND,27,3,50
223,PAL_2009,BLT,PAL_FR,9/24/2009,3,C,JST,QUAN,PL.DICK,2,3,50
224,PAL_2009,BLT,PAL_FR,9/24/2009,3,C,JST,QUAN,PL.DICK,2,8,50
225,PAL_2009,BLT,PAL_FR,9/24/2009,3,C,JST,QUAN,ST.AURE,3,8,50
226,PAL_2009,BLT,PAL_FR,9/24/2009,3,C,JST,QUAN,PL.JOHN,3,3,50
227,PAL_2009,BLT,PAL_FR,9/24/2009,3,C,JST,QUAN,PL.JOHN,1,8,50
228,PAL_2009,BLT,PAL_FR,9/24/2009,3,C,JST,QUAN,CE.UROD,2,8,50
229,PAL_2009,BLT,PAL_FR,9/24/2009,3,C,JST,QUAN,PA.ARCA,3,8,50
230,PAL_2009,BLT,PAL_FR,9/24/2009,3,C,JST,QUAN,PA.HEMI,3,13,50
231,PAL_2009,BLT,PAL_FR,9/24/2009,3,C,JST,QUAN,PA.HEMI,1,18,50
232,PAL_2009,BLT,PAL_FR,9/24/2009,3,C,JST,QUAN,CH.MICR,1,48,100
233,PAL_2009,BLT,PAL_FR,9/24/2009,3,C,JST,QUAN,CH.SORD,1,18,50
234,PAL_2009,BLT,PAL_FR,9/24/2009,3,C,JST,QUAN,SC.OVIC,1,23,100
235,PAL_2009,BLT,PAL_FR,9/24/2009,3,C,JST,QUAN,SC.OVIC,1,18,50
236,PAL_2009,BLT,PAL_FR,9/24/2009,3,C,JST,QUAN,SC.OVIC,1,13,50
237,PAL_2009,BLT,PAL_FR,9/24/2009,3,C,JST,QUAN,LU.BOHA,1,33,100
238,PAL_2009,BLT,PAL_FR,9/24/2009,3,C,JST,QUAN,LU.BOHA,1,43,100
239,PAL_2009,BLT,PAL_FR,9/24/2009,3,C,JST,QUAN,MO.GRAN,1,33,100
240,PAL_2009,BLT,PAL_FR,9/24/2009,3,C,JST,QUAN,MY.WOOD,2,13,50
241,PAL_2009,BLT,PAL_FR,9/24/2009,3,C,JST,QUAN,AC.NIGR,1,8,50
242,PAL_2009,BLT,PAL_FR,9/24/2009,3,C,JST,QUAN,AC.NIGR,4,13,50
243,PAL_2009,BLT,PAL_FR,9/24/2009,3,C,JST,QUAN,CT.MARG,1,13,50
244,PAL_2009,BLT,PAL_FR,9/24/2009,3,C,JST,QUAN,CT.CYAN,6,13,50
245,PAL_2009,BLT,PAL_FR,9/24/2009,3,C,JST,QUAN,CT.CYAN,1,18,50
246,PAL_2009,BLT,PAL_FR,9/24/2009,3,C,JST,QUAN,CT.STRI,3,13,50
247,PAL_2009,BLT,PAL_FR,9/24/2009,3,C,JST,QUAN,ZE.SCOP,1,13,50
248,PAL_2009,BLT,PAL_FR,9/24/2009,3,C,JST,QUAN,GO.VARI,3,3,50
249,PAL_2009,BLT,PAL_FR,9/24/2009,3,C,JST,QUAN,HA.ORNA,1,3,50
250,PAL_2009,BLT,PAL_FR,9/24/2009,3,C,JST,QUAN,TH.QUIN,1,8,50
251,PAL_2009,BLT,PAL_FR,9/24/2009,3,C,JST,QUAN,PS.HEXA,1,3,50
252,PAL_2009,BLT,PAL_FR,9/24/2009,3,C,JST,QUAN,CH.XANT,40,13,50
253,PAL_2009,BLT,PAL_FR,9/24/2009,3,C,JST,QUAN,KY.CINE,3,38,100
254,PAL_2009,BLT,PAL_FR,9/24/2009,5,A,SLH,QUAN,CE.FLAV,1,8,50
255,PAL_2009,BLT,PAL_FR,9/24/2009,5,A,SLH,QUAN,CE.LORI,1,8,50
256,PAL_2009,BLT,PAL_FR,9/24/2009,5,A,SLH,QUAN,CH.ACAR,86,3,50
257,PAL_2009,BLT,PAL_FR,9/24/2009,5,A,SLH,QUAN,CH.MARG,2,8,50
258,PAL_2009,BLT,PAL_FR,9/24/2009,5,A,SLH,QUAN,CH.MARG,26,3,50
259,PAL_2009,BLT,PAL_FR,9/24/2009,5,A,SLH,QUAN,CH.VAND,25,3,50
260,PAL_2009,BLT,PAL_FR,9/24/2009,5,A,SLH,QUAN,PL.JOHN,1,3,50
